component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,IDDQ_96h,IDDQ_168h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Input_Leakage_Current_96h,Input_Leakage_Current_168h,Active_Supply_Current_0h,Active_Supply_Current_24h,Active_Supply_Current_96h,Active_Supply_Current_168h,Propagation_Delay_0h,Propagation_Delay_24h,Propagation_Delay_96h,Propagation_Delay_168h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Rise_Time_96h,Output_Rise_Time_168h,Output_Fall_Time_0h,Output_Fall_Time_24h,Output_Fall_Time_96h,Output_Fall_Time_168h
C01191,A_L16,DIGITAL_CMOS,CMOS_A,1.431979,1.41384,1.42024,1.424578,0.012114,0.01255,0.012597,0.01259,89.768549,89.611967,89.924069,90.660729,8.921096,8.997214,9.038808,9.073571,7.805281,7.876093,8.0829,8.111297,7.311968,7.340641,7.4402,7.480264
C00512,A_L07,DIGITAL_CMOS,CMOS_A,2.148352,2.168878,2.220797,2.35068,0.022232,0.022382,0.023004,0.02316,89.299929,89.436321,92.89472,95.11469,9.032952,9.062201,9.173523,9.157634,8.408119,8.430197,8.491838,8.548481,7.263898,7.253661,7.260465,7.328134
C01027,A_L14,DIGITAL_CMOS,CMOS_A,1.179672,1.222356,1.232715,1.291874,0.016784,0.017287,0.018542,0.019707,91.464461,92.598736,95.492455,99.071918,8.787406,8.837871,8.968429,9.005898,7.551212,7.633403,7.815623,8.01673,7.463923,7.482282,7.614917,7.731572
C00960,A_L13,DIGITAL_CMOS,CMOS_A,1.183135,1.195274,1.190609,1.217166,0.021653,0.022082,0.023273,0.024247,78.996577,79.695928,81.95217,82.861461,8.996744,9.004888,9.036466,9.102115,7.962986,7.962204,7.971538,8.09828,7.325589,7.335624,7.449252,7.514309
C01458,A_L20,DIGITAL_CMOS,CMOS_A,1.669721,1.702711,1.768037,1.84501,0.01801,0.01834,0.019149,0.019653,86.417765,86.999309,88.651973,89.630471,9.159797,9.265119,9.449881,9.532585,9.014469,9.137678,9.280617,9.403717,7.942387,8.142642,8.241788,8.350797
C00485,A_L07,DIGITAL_CMOS,CMOS_A,1.41986,1.460913,1.493141,1.529029,0.02992,0.030913,0.030382,0.03131,96.286586,97.625603,99.895977,102.535567,8.239161,8.329806,8.498982,8.65326,7.582184,7.748666,7.905891,7.9824,7.359162,7.394666,7.420831,7.439525
C02200,B_L06,DIGITAL_CMOS,CMOS_B,0.649494,0.655623,0.658209,0.673449,0.063647,0.063732,0.064342,0.064502,47.671175,47.617781,47.974527,47.384812,5.649316,5.626409,5.653882,5.638152,3.342265,3.362821,3.378496,3.371237,3.043392,3.043975,3.060233,3.086263
C02976,B_L16,DIGITAL_CMOS,CMOS_B,0.759063,0.742257,0.735991,0.73724,0.118154,0.119131,0.118082,0.121071,49.838235,50.305567,50.153177,50.14987,5.095815,5.113007,5.144136,5.156453,3.334643,3.35135,3.384507,3.354625,3.15943,3.202273,3.215654,3.232507
C03021,B_L17,DIGITAL_CMOS,CMOS_B,0.698437,0.717686,0.734923,0.731203,0.076214,0.077741,0.079772,0.080189,45.48868,45.624581,46.248503,46.407884,5.511631,5.513243,5.59804,5.574904,3.576187,3.580611,3.600406,3.624911,3.196062,3.192401,3.2218,3.207745
C03153,B_L19,DIGITAL_CMOS,CMOS_B,0.577975,0.581878,0.591307,0.593939,0.077932,0.078309,0.080063,0.080096,44.764705,44.708919,45.301959,45.114986,5.383759,5.435523,5.612762,5.844203,3.371432,3.372297,3.441472,3.53874,3.12041,3.131679,3.191711,3.296985
C02795,B_L14,DIGITAL_CMOS,CMOS_B,0.720313,0.735876,0.737649,0.742725,0.072546,0.073217,0.074073,0.073632,47.806885,48.120916,47.76488,47.976581,5.008414,5.006631,5.017948,5.016323,2.776828,2.767717,2.793469,2.82663,2.797458,2.805497,2.814985,2.788637
C02243,B_L06,DIGITAL_CMOS,CMOS_B,0.72421,0.718822,0.728266,0.742073,0.091144,0.097745,0.100886,0.102199,48.966474,49.201763,50.298828,50.862961,5.108612,5.118734,5.14849,5.141724,3.199124,3.220308,3.226733,3.25146,3.004597,2.990849,2.992084,3.036945
C01872,B_L02,DIGITAL_CMOS,CMOS_B,0.792866,0.809402,0.844559,0.835674,0.099343,0.102949,0.103957,0.104786,44.772848,45.059775,45.745424,45.752065,4.983938,4.969953,4.989845,5.008362,3.264911,3.236373,3.232186,3.283041,3.011569,3.014362,3.02702,3.055451
C01869,B_L01,DIGITAL_CMOS,CMOS_B,0.572465,0.565545,0.571498,0.582954,0.069653,0.06928,0.070138,0.07117,46.018566,45.986672,46.295958,46.096658,5.277187,5.279783,5.304765,5.317945,3.236352,3.238011,3.233462,3.217736,3.103954,3.11858,3.118451,3.12249
C03336,B_L21,DIGITAL_CMOS,CMOS_B,0.699484,0.709598,0.734894,0.74233,0.072505,0.074061,0.079357,0.082721,49.74635,50.332393,50.448918,50.875256,5.164638,5.199205,5.215418,5.221235,3.208583,3.233591,3.238841,3.227829,3.01089,3.029704,3.023346,3.048841
C02302,B_L07,DIGITAL_CMOS,CMOS_B,0.487264,0.485984,0.495973,0.494474,0.069208,0.07214,0.074419,0.075874,46.897584,47.69584,48.185715,48.686509,5.58502,5.63866,5.909728,6.209652,3.258044,3.328251,3.358635,3.456087,3.138714,3.161006,3.253085,3.299785
C03023,B_L17,DIGITAL_CMOS,CMOS_B,0.567796,0.567124,0.575558,0.591585,0.068646,0.06968,0.071503,0.073119,44.509911,44.716466,45.282377,45.37218,5.208249,5.245197,5.276052,5.410077,3.483393,3.491782,3.571566,3.693409,3.069756,3.089166,3.314066,3.49944
C02361,B_L08,DIGITAL_CMOS,CMOS_B,0.650697,0.669782,0.694022,0.695078,0.122904,0.125884,0.130717,0.132436,51.674085,51.43773,52.566172,53.342598,4.959502,5.047946,5.140157,5.223727,3.176891,3.212958,3.194297,3.250526,2.836427,2.888691,2.902314,2.936837
C02235,B_L06,DIGITAL_CMOS,CMOS_B,0.519553,0.519079,0.531764,0.520459,0.094605,0.094721,0.09512,0.095855,49.194328,49.792713,49.978587,50.376043,5.111515,5.091873,5.163045,5.205301,3.114917,3.136654,3.238578,3.360471,3.012521,3.035442,3.092913,3.15307
C03059,B_L17,DIGITAL_CMOS,CMOS_B,0.487411,0.490513,0.5289,0.576846,0.082322,0.086263,0.093042,0.098935,42.478748,43.111282,46.152483,48.127445,4.925372,4.941833,4.993793,5.01846,3.324389,3.330202,3.354505,3.357824,3.176818,3.223142,3.188351,3.211419
C03195,B_L19,DIGITAL_CMOS,CMOS_B,0.651706,0.649913,0.657598,0.656065,0.08396,0.085145,0.086079,0.086177,47.497095,47.156123,47.205483,47.328764,5.47675,5.577265,5.643315,5.735154,3.211221,3.265247,3.36071,3.384117,3.067422,3.079854,3.191169,3.223079
C02356,B_L08,DIGITAL_CMOS,CMOS_B,0.58974,0.597902,0.608745,0.612295,0.096927,0.097806,0.098614,0.097572,49.536376,49.620124,49.977201,50.099967,5.008372,5.094564,5.187662,5.283813,3.213576,3.199571,3.258645,3.280721,2.883451,2.910445,2.957703,2.975393
C02195,B_L06,DIGITAL_CMOS,CMOS_B,0.829349,0.813447,0.845308,0.864562,0.099628,0.101917,0.105557,0.108936,46.044466,46.724205,47.689929,49.33746,5.149985,5.213256,5.205214,5.260468,3.017982,3.042299,3.073576,3.109727,2.834672,2.865823,2.888886,2.929579
C03538,B_L24,DIGITAL_CMOS,CMOS_B,0.700919,0.706929,0.695877,0.698055,0.062073,0.064487,0.066095,0.066855,47.180458,47.275803,46.855612,46.99091,4.608277,4.625163,4.62985,4.686559,2.884367,2.880511,2.902065,2.909324,2.748822,2.753847,2.763936,2.750041
C01919,B_L02,DIGITAL_CMOS,CMOS_B,0.631215,0.636507,0.667739,0.692398,0.063341,0.065186,0.066353,0.069823,47.852148,48.373392,49.205848,50.127224,5.220541,5.295406,5.484593,5.621294,3.398816,3.412192,3.466646,3.463357,3.112254,3.145305,3.211547,3.250837
C03187,B_L19,DIGITAL_CMOS,CMOS_B,0.858369,0.892921,0.916341,0.931178,0.087776,0.089365,0.091586,0.095557,46.519027,47.169127,48.434687,49.714272,5.110677,5.09008,5.12607,5.143734,3.144307,3.173531,3.173411,3.182308,3.093457,3.112433,3.119831,3.153471
C05153,C_L21,DIGITAL_CMOS,CMOS_C,0.257839,0.266412,0.268478,0.271786,0.178244,0.177608,0.17986,0.18342,59.70266,59.90161,60.851453,61.292786,3.379515,3.376056,3.40226,3.400397,1.786588,1.78471,1.779728,1.792972,1.733195,1.732693,1.746213,1.734768
C04332,C_L10,DIGITAL_CMOS,CMOS_C,0.304942,0.306975,0.307938,0.30533,0.12421,0.124908,0.125697,0.127322,63.636241,64.164397,63.885388,65.091666,3.592952,3.620291,3.712773,3.822816,1.81188,1.836733,1.899947,1.975151,1.677431,1.684018,1.746883,1.841389
C04816,C_L17,DIGITAL_CMOS,CMOS_C,0.272191,0.269488,0.266473,0.268027,0.129319,0.131393,0.132128,0.130855,61.607217,62.63485,62.443744,62.50731,3.629148,3.663817,3.703775,3.744112,1.811653,1.82419,1.872962,1.908569,1.706292,1.726661,1.772677,1.814049
C04379,C_L11,DIGITAL_CMOS,CMOS_C,0.239607,0.237477,0.243707,0.244738,0.1591,0.160523,0.163681,0.168474,64.00393,64.529831,65.496099,66.280056,3.432735,3.420174,3.456178,3.484537,1.66413,1.656341,1.661329,1.671288,1.745298,1.731998,1.770735,1.774147
C05367,C_L24,DIGITAL_CMOS,CMOS_C,0.322459,0.326516,0.335863,0.338386,0.163661,0.170786,0.177451,0.187436,65.75279,66.514134,66.874474,67.167474,3.606945,3.595591,3.605313,3.628863,1.833508,1.835106,1.830872,1.831905,1.752115,1.768082,1.764218,1.780314
C04368,C_L11,DIGITAL_CMOS,CMOS_C,0.38323,0.382885,0.38109,0.382787,0.259618,0.255487,0.260933,0.260314,68.013595,67.970921,68.4847,69.209449,3.760295,3.758847,3.835637,3.889904,1.762755,1.784423,1.81924,1.828737,1.742215,1.76694,1.787639,1.806372
C03788,C_L03,DIGITAL_CMOS,CMOS_C,0.280194,0.275487,0.279255,0.285533,0.089759,0.091354,0.091748,0.091556,60.785623,60.979513,60.681698,60.777883,3.505712,3.556393,3.61226,3.64767,1.647427,1.668082,1.684377,1.729133,1.587322,1.624789,1.664932,1.684808
C04546,C_L13,DIGITAL_CMOS,CMOS_C,0.351962,0.352609,0.359483,0.35967,0.100159,0.09972,0.100244,0.099882,66.008041,65.694315,65.991678,67.919155,3.524814,3.520717,3.532552,3.59942,1.88454,1.889097,1.904797,1.922382,1.833087,1.84651,1.850182,1.849296
C04218,C_L09,DIGITAL_CMOS,CMOS_C,0.261341,0.261082,0.261689,0.26586,0.118361,0.121145,0.12233,0.123742,59.064589,59.584056,59.955419,59.893118,3.633195,3.656905,3.765691,3.934893,1.803968,1.817716,1.872277,1.904353,1.827749,1.854706,1.967119,2.089499
C04120,C_L07,DIGITAL_CMOS,CMOS_C,0.265832,0.263947,0.260742,0.264121,0.130669,0.129643,0.13155,0.132329,57.094562,57.62384,57.772746,57.829868,3.791587,3.833981,3.856945,3.887453,1.923406,1.944634,1.973698,1.994396,1.798114,1.808862,1.818268,1.840267
C04057,C_L07,DIGITAL_CMOS,CMOS_C,0.303167,0.303931,0.296038,0.29993,0.148865,0.146381,0.148774,0.148962,63.078184,62.91063,63.377848,62.543158,3.623732,3.641587,3.694479,3.713635,1.892877,1.899159,1.931503,1.961455,1.756161,1.760321,1.769032,1.793199
C03767,C_L03,DIGITAL_CMOS,CMOS_C,0.349832,0.359645,0.358746,0.360972,0.147814,0.14949,0.149667,0.152018,66.274283,65.708018,66.197386,66.629346,3.431048,3.417045,3.482371,3.532394,1.666005,1.686806,1.73267,1.759642,1.662033,1.662087,1.703428,1.7384
C05181,C_L22,DIGITAL_CMOS,CMOS_C,0.317812,0.316627,0.329806,0.32878,0.103118,0.105537,0.10905,0.111534,56.445458,56.078086,56.513689,57.093802,3.426058,3.440858,3.479524,3.538771,1.753873,1.77391,1.833773,1.867555,1.705792,1.73165,1.750019,1.777809
C04696,C_L15,DIGITAL_CMOS,CMOS_C,0.335585,0.337719,0.33453,0.35241,0.15046,0.151614,0.155386,0.15616,62.882851,63.32138,63.945671,65.357694,3.630592,3.609022,3.612167,3.635391,1.852904,1.849128,1.861044,1.878103,1.768444,1.75983,1.75297,1.758222
C05106,C_L21,DIGITAL_CMOS,CMOS_C,0.333266,0.344808,0.345899,0.350898,0.187789,0.191612,0.194705,0.192335,60.469995,61.126615,62.498988,63.500538,3.614026,3.645349,3.71341,3.833421,1.945081,1.97883,2.035102,2.081336,1.708455,1.752345,1.809993,1.873496
C05202,C_L22,DIGITAL_CMOS,CMOS_C,0.22176,0.227529,0.235094,0.236179,0.11324,0.115795,0.118192,0.119946,59.615298,60.945131,61.976477,62.051067,3.583855,3.604856,3.638225,3.698324,1.767575,1.779205,1.830888,1.873869,1.696478,1.70478,1.735374,1.747016
C05118,C_L21,DIGITAL_CMOS,CMOS_C,0.371145,0.369864,0.377099,0.384392,0.177763,0.180957,0.18732,0.191719,56.111636,56.277956,58.335184,59.629009,3.359654,3.362446,3.414427,3.469333,1.780735,1.792919,1.833349,1.888802,1.644228,1.663777,1.685253,1.725514
C04944,C_L18,DIGITAL_CMOS,CMOS_C,0.268192,0.26766,0.276695,0.28667,0.20545,0.214261,0.222345,0.233234,63.027683,63.02637,64.022878,66.094572,3.650212,3.679471,3.713598,3.705304,1.801262,1.803495,1.815388,1.827274,1.735188,1.735856,1.738345,1.745862
C04242,C_L09,DIGITAL_CMOS,CMOS_C,0.200253,0.205266,0.20692,0.210946,0.181622,0.184944,0.185608,0.188578,60.72201,61.141789,61.808666,62.104511,3.506371,3.517121,3.515302,3.553059,1.735975,1.738601,1.751899,1.762583,1.831989,1.810019,1.839184,1.836241
C04713,C_L15,DIGITAL_CMOS,CMOS_C,0.281659,0.285741,0.291505,0.298722,0.146219,0.148153,0.149855,0.154355,61.876287,61.187631,61.889617,63.721512,3.494909,3.502834,3.526581,3.508076,1.847434,1.85428,1.851153,1.830328,1.62638,1.625154,1.630964,1.624674
