component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Active_Supply_Current_0h,Active_Supply_Current_24h,Propagation_Delay_0h,Propagation_Delay_24h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Fall_Time_0h,Output_Fall_Time_24h,IDDQ_168h,Input_Leakage_Current_168h,Active_Supply_Current_168h,Propagation_Delay_168h,Output_Rise_Time_168h,Output_Fall_Time_168h
C00683,A_L10,DIGITAL_CMOS,CMOS_A,1.735949,1.725599,0.025377,0.025133,87.634422,86.918223,8.803956,8.878929,8.079038,8.163154,7.345552,7.468086,1.735657,0.026068,88.953661,9.372442,8.527101,8.123217
C00684,A_L10,DIGITAL_CMOS,CMOS_A,1.976465,2.007163,0.031077,0.032361,83.674081,83.964474,9.364712,9.455788,8.329007,8.494998,7.794982,7.868675,2.207002,0.033061,86.377236,10.021407,8.923687,8.280622
C00685,A_L10,DIGITAL_CMOS,CMOS_A,1.29612,1.294548,0.025095,0.025418,98.377369,99.210965,8.812904,8.832874,7.674518,7.632733,7.450003,7.482511,1.273345,0.025864,99.955127,9.206936,7.936646,8.040966
C00686,A_L10,DIGITAL_CMOS,CMOS_A,1.513001,1.56446,0.015985,0.016755,80.102979,79.956631,9.223274,9.349362,8.128903,8.104068,7.134741,7.180653,1.704307,0.017277,82.525494,9.394588,8.099535,7.232439
C00687,A_L10,DIGITAL_CMOS,CMOS_A,1.845791,1.845986,0.028235,0.028191,83.575821,84.391756,9.306597,9.396967,8.681253,8.710617,7.53705,7.577486,1.84548,0.02877,85.584857,9.549434,8.980636,7.943881
C00688,A_L10,DIGITAL_CMOS,CMOS_A,1.119431,1.154111,0.020109,0.020454,85.960236,87.304159,8.962862,8.968018,8.891555,8.834409,7.973939,8.021498,1.202435,0.02198,90.196396,9.065924,8.956752,8.207248
C00689,A_L10,DIGITAL_CMOS,CMOS_A,1.762067,1.772038,0.024423,0.025004,85.831099,85.453038,8.720628,8.913068,7.791269,7.90454,7.821482,7.937963,1.827381,0.025795,86.780061,8.981962,8.137128,8.273657
C00690,A_L10,DIGITAL_CMOS,CMOS_A,1.481021,1.464257,0.027694,0.028243,88.10658,88.292175,9.273154,9.497116,8.585786,8.65697,7.586816,7.714984,1.504888,0.028509,88.720483,11.265235,9.605597,8.164826
C00691,A_L10,DIGITAL_CMOS,CMOS_A,1.77769,1.770294,0.024252,0.02455,91.978574,91.542354,8.90418,8.812742,7.972398,7.967664,7.344144,7.423528,1.772097,0.024836,92.819142,8.86123,7.974248,7.470361
C00692,A_L10,DIGITAL_CMOS,CMOS_A,1.703017,1.733274,0.0267,0.027277,91.236134,91.520238,8.777337,8.752575,8.01133,8.088012,7.612952,7.603975,1.748638,0.027514,91.322055,8.871447,8.080805,7.704647
C00693,A_L10,DIGITAL_CMOS,CMOS_A,1.566655,1.563633,0.019586,0.019864,84.517553,84.036529,8.792479,8.846435,8.089798,8.214451,7.639817,7.727932,1.582348,0.020614,85.946157,9.108927,8.361035,8.036886
C00694,A_L10,DIGITAL_CMOS,CMOS_A,1.859842,1.882246,0.018786,0.019167,90.28753,91.04847,9.003868,8.981364,8.040561,8.033648,7.468354,7.477391,1.943719,0.019595,91.501351,9.044966,7.968173,7.474425
C00695,A_L10,DIGITAL_CMOS,CMOS_A,1.50826,1.558191,0.018068,0.017944,84.782101,84.464844,9.099927,9.176094,8.000139,8.083292,7.695157,7.73905,1.574925,0.018221,85.02506,9.634796,8.464301,8.295496
C00696,A_L10,DIGITAL_CMOS,CMOS_A,1.740348,1.695379,0.021751,0.02144,90.71177,91.235729,9.262874,9.26129,8.551624,8.53193,7.979888,8.034158,1.766705,0.021952,91.734377,9.265123,8.565153,8.09795
C00697,A_L10,DIGITAL_CMOS,CMOS_A,1.856864,1.943094,0.019244,0.019461,92.188368,93.355427,8.481143,8.534366,8.291166,8.309179,7.496922,7.603125,2.132869,0.020482,95.663189,8.624468,8.337351,7.610257
C00698,A_L10,DIGITAL_CMOS,CMOS_A,1.864247,1.847992,0.022412,0.022497,86.34711,86.26544,8.951889,8.952282,8.228599,8.180121,7.407873,7.395108,1.900751,0.022659,87.205062,9.309314,8.524557,7.9038
C00699,A_L10,DIGITAL_CMOS,CMOS_A,1.262373,1.265822,0.023412,0.024234,89.552646,90.667085,9.000092,9.115718,8.488613,8.55753,7.764502,7.995282,1.334326,0.025687,94.978369,9.543885,8.843419,8.585259
C00700,A_L10,DIGITAL_CMOS,CMOS_A,2.022396,2.051479,0.026567,0.027301,84.384986,85.578679,8.613024,8.666643,7.835752,7.799977,7.499901,7.653372,2.103448,0.027211,86.447351,8.793032,7.960975,8.031927
C00701,A_L10,DIGITAL_CMOS,CMOS_A,1.621988,1.631291,0.014175,0.014443,87.035607,88.033645,9.310889,9.364076,8.435843,8.572725,7.729698,7.95232,1.790179,0.015117,90.937907,9.547215,8.681928,8.309225
C00702,A_L10,DIGITAL_CMOS,CMOS_A,1.705874,1.782023,0.031963,0.032174,87.947104,87.74895,8.611764,8.685587,8.122056,8.067366,7.536153,7.585944,1.997111,0.034249,90.991834,8.719069,8.173893,7.677351
C00703,A_L10,DIGITAL_CMOS,CMOS_A,1.760161,1.79186,0.018762,0.019601,90.089002,90.253565,9.6788,9.724448,8.525428,8.521904,7.609463,7.628885,1.891982,0.020135,91.857504,9.966017,8.804896,8.320481
C00704,A_L10,DIGITAL_CMOS,CMOS_A,1.508055,1.605501,0.015485,0.015936,85.008708,85.883454,9.020171,9.085514,8.325864,8.269499,8.012665,8.147686,1.704832,0.016782,89.882725,9.491091,8.51518,8.899513
C00705,A_L10,DIGITAL_CMOS,CMOS_A,1.533746,1.525792,0.022409,0.022178,86.278017,85.063144,8.930786,8.983112,8.081242,8.160121,7.235812,7.281187,1.554922,0.022296,86.531162,9.27485,8.458847,7.915348
C00706,A_L10,DIGITAL_CMOS,CMOS_A,1.44315,1.411157,0.015974,0.016053,93.187373,93.372579,8.69077,8.723505,7.922247,7.897512,7.400364,7.502813,1.463352,0.016333,94.702037,8.810054,7.989699,7.607594
C00707,A_L10,DIGITAL_CMOS,CMOS_A,1.616144,1.653972,0.038014,0.037997,89.327544,90.261987,8.37536,8.396725,7.831344,7.864731,7.364275,7.508778,1.686082,0.038752,91.258697,8.537996,8.05291,7.875336
C00708,A_L10,DIGITAL_CMOS,CMOS_A,1.84149,1.899499,0.030364,0.030508,89.9264,90.492921,9.447292,9.474534,7.989593,8.092387,7.905721,8.132221,1.968735,0.030698,90.407226,9.708805,8.306872,8.45097
C00709,A_L10,DIGITAL_CMOS,CMOS_A,1.365371,1.367199,0.028146,0.028133,91.923958,92.748763,8.816253,8.810392,7.679005,7.618914,7.844609,7.871484,1.461327,0.029234,95.779445,8.800886,7.685109,7.983022
C00710,A_L10,DIGITAL_CMOS,CMOS_A,1.317992,1.335785,0.022117,0.022881,82.635636,83.522784,8.772508,8.745475,8.129396,8.244986,7.698677,7.620353,1.385663,0.023993,88.293379,9.013901,8.439194,8.171074
C00711,A_L10,DIGITAL_CMOS,CMOS_A,1.422804,1.455448,0.03338,0.034171,87.835676,87.905426,9.360225,9.447564,8.260106,8.405097,7.826241,7.914061,1.502217,0.034365,87.5332,9.679301,8.440145,8.271536
C00712,A_L10,DIGITAL_CMOS,CMOS_A,1.949156,1.945797,0.029289,0.029691,94.520906,94.97367,9.009843,9.002721,8.015283,8.005233,7.061892,7.102328,2.200638,0.031816,99.420507,9.113352,8.08328,7.111705
C00713,A_L10,DIGITAL_CMOS,CMOS_A,1.489371,1.592483,0.017768,0.01835,91.356618,91.983575,8.800383,8.882379,8.366871,8.426562,6.865477,6.975952,1.751056,0.018753,94.379825,9.11361,8.673994,7.812782
C00714,A_L10,DIGITAL_CMOS,CMOS_A,1.290166,1.354391,0.019365,0.019827,84.506129,84.60752,8.991347,8.933091,8.149181,8.143621,7.984043,8.000597,1.41159,0.020425,87.381662,9.00743,8.114584,8.073816
C00715,A_L10,DIGITAL_CMOS,CMOS_A,1.88667,1.90365,0.022399,0.022928,90.47029,91.830283,9.388811,9.416969,8.555887,8.660522,7.175528,7.221212,1.984587,0.023785,94.602252,9.467641,8.610548,7.363852
C00716,A_L10,DIGITAL_CMOS,CMOS_A,1.165138,1.163251,0.019822,0.020097,89.77935,89.821824,8.803602,8.836558,8.339076,8.323649,7.611489,7.665636,1.210929,0.02043,91.183826,8.864188,8.458585,7.733865
C00717,A_L10,DIGITAL_CMOS,CMOS_A,1.419554,1.400824,0.028638,0.028867,91.291528,89.753954,8.339132,8.439573,7.254474,7.28989,6.882632,6.91616,1.405448,0.029228,90.714777,8.407077,7.277761,7.078522
C00718,A_L10,DIGITAL_CMOS,CMOS_A,1.603863,1.605637,0.021347,0.021776,89.977684,91.235145,8.749899,8.781437,8.350055,8.414408,7.83469,7.769465,1.729866,0.02202,93.033906,8.870017,8.56627,7.815108
C00719,A_L10,DIGITAL_CMOS,CMOS_A,2.234926,2.283347,0.02827,0.028722,92.049548,92.680111,9.324027,9.310269,7.967126,7.999773,7.375751,7.40432,2.345312,0.030237,95.544141,9.457781,8.032589,7.523035
C00720,A_L10,DIGITAL_CMOS,CMOS_A,1.288074,1.287294,0.018611,0.018598,89.933427,89.655989,8.868929,8.907962,7.360395,7.458299,7.86553,7.937719,1.345962,0.018575,90.059016,9.152637,7.714796,8.446699
C00721,A_L10,DIGITAL_CMOS,CMOS_A,1.707097,1.733285,0.025963,0.026041,91.908941,92.688485,8.649796,8.659213,8.070521,8.167864,7.526536,7.713356,1.758841,0.026634,93.983277,9.084805,8.458726,8.193904
C00722,A_L10,DIGITAL_CMOS,CMOS_A,1.177955,1.164952,0.019318,0.019229,89.786861,91.24274,8.885004,8.938825,8.508753,8.482133,7.669362,7.656669,1.168757,0.019668,91.574777,9.285042,9.157509,7.925866
C00723,A_L10,DIGITAL_CMOS,CMOS_A,1.252319,1.303368,0.016631,0.016923,90.003881,92.086106,9.039591,9.056251,8.196384,8.20496,7.486594,7.559126,1.364118,0.017374,94.160658,9.123352,8.394012,7.762168
C00724,A_L10,DIGITAL_CMOS,CMOS_A,1.586823,1.583921,0.018144,0.01819,87.551125,87.454476,9.457021,9.636072,8.917942,9.013182,8.04534,8.263198,1.63744,0.0182,88.663909,9.797278,9.199661,8.622258
C00725,A_L10,DIGITAL_CMOS,CMOS_A,1.220185,1.219622,0.021833,0.022144,89.088946,88.393047,8.802375,8.826059,8.518495,8.503098,7.756848,7.744421,1.270248,0.022375,88.366891,8.908532,8.506356,7.865043
C00726,A_L10,DIGITAL_CMOS,CMOS_A,2.136565,2.225287,0.030044,0.030759,93.23865,95.308214,9.01156,9.033673,8.20262,8.319469,7.543077,7.651282,2.566363,0.035593,102.065656,9.513689,8.5109,8.356175
C00727,A_L10,DIGITAL_CMOS,CMOS_A,1.614326,1.611844,0.01531,0.016163,89.809251,90.148903,9.08112,9.015102,8.336212,8.369541,7.874597,7.890487,1.746293,0.017294,92.83261,9.150975,8.431441,8.086688
C00728,A_L10,DIGITAL_CMOS,CMOS_A,1.580088,1.678719,0.020626,0.021165,90.434063,91.862446,9.063377,9.124396,8.045595,8.026696,7.434092,7.404467,1.748912,0.021648,93.351766,9.183873,8.085567,7.432676
C00729,A_L10,DIGITAL_CMOS,CMOS_A,1.417325,1.404433,0.021071,0.021038,84.232974,84.413281,8.830688,8.867823,8.4461,8.385783,8.12928,8.179634,1.451075,0.02067,84.567678,8.90809,8.490829,8.191431
C00730,A_L10,DIGITAL_CMOS,CMOS_A,1.548392,1.574392,0.025817,0.026026,91.056212,90.789072,9.305592,9.368017,8.419438,8.405432,7.959843,7.951956,1.61333,0.026262,92.525589,9.422897,8.429547,8.057628
C00731,A_L10,DIGITAL_CMOS,CMOS_A,1.647767,1.672418,0.025623,0.026154,84.749226,86.618735,9.291607,9.360291,8.007025,8.059563,7.293877,7.46927,1.728292,0.0396,86.796181,9.507058,8.244158,7.74511
C00732,A_L10,DIGITAL_CMOS,CMOS_A,1.677498,1.683492,0.024486,0.02482,86.833843,85.753479,8.657211,8.663098,8.028948,8.059993,7.80053,7.892169,1.707084,0.025331,87.299074,8.723202,8.084162,7.926924
C00733,A_L10,DIGITAL_CMOS,CMOS_A,1.804207,1.872945,0.021324,0.021586,93.526255,94.508521,8.884772,8.985567,8.368404,8.413647,7.862042,8.110599,2.129043,0.022041,98.665937,9.238848,8.509368,8.648163
C00734,A_L10,DIGITAL_CMOS,CMOS_A,1.105712,1.118801,0.013628,0.013798,85.617568,86.08686,9.015278,8.986971,8.01986,8.008816,7.933801,8.034957,1.141268,0.013632,87.135817,9.127609,8.057657,8.089012
C00735,A_L10,DIGITAL_CMOS,CMOS_A,1.355152,1.392686,0.015451,0.015553,80.230263,79.933568,9.747083,9.817702,8.715294,8.6931,8.165448,8.169819,1.53738,0.016323,83.430187,9.890041,8.731919,8.353626
C00736,A_L10,DIGITAL_CMOS,CMOS_A,1.491471,1.563181,0.020576,0.020924,88.791949,89.216813,8.589343,8.673342,7.580947,7.615865,6.9589,7.113125,1.597242,0.021955,93.640646,8.851302,7.704863,7.442574
C00737,A_L10,DIGITAL_CMOS,CMOS_A,1.706442,1.733028,0.021803,0.022439,84.738977,85.468483,8.684223,8.77048,7.727496,7.745285,6.823863,6.879539,1.724883,0.022886,85.22417,9.141443,8.075897,7.482714
C00738,A_L10,DIGITAL_CMOS,CMOS_A,1.26048,1.292632,0.020004,0.02016,94.468217,95.165472,8.949717,9.076554,8.572648,8.729394,7.479343,7.575799,1.370376,0.020574,96.837079,9.332902,8.836518,8.068762
C00739,A_L10,DIGITAL_CMOS,CMOS_A,1.642227,1.648593,0.023589,0.02374,85.120104,85.135541,8.77528,8.791443,8.047251,8.090825,7.372927,7.341794,1.685849,0.023991,86.865206,8.773425,8.059567,7.524392
C00740,A_L10,DIGITAL_CMOS,CMOS_A,1.387634,1.388807,0.024388,0.025203,94.355805,96.132944,8.609039,8.608371,8.11799,8.087427,7.104544,7.026463,1.420411,0.024901,96.528101,8.670499,8.137882,7.220597
C00741,A_L10,DIGITAL_CMOS,CMOS_A,1.576387,1.563108,0.017105,0.017233,88.25134,88.951733,8.918878,8.991303,8.023627,8.093283,7.063912,7.147795,1.580126,0.017653,89.342439,10.316113,8.85692,7.620955
C00742,A_L10,DIGITAL_CMOS,CMOS_A,1.673879,1.690103,0.016894,0.018797,92.310097,97.334136,9.276196,9.320686,8.362618,8.540843,8.049234,8.142636,1.753359,0.02549,114.532286,9.594635,9.00104,8.391769
C00743,A_L10,DIGITAL_CMOS,CMOS_A,1.565495,1.621492,0.019851,0.020593,90.377729,90.783956,9.323306,9.367318,9.038431,9.093524,7.968578,8.246854,1.766267,0.020938,93.272249,9.548716,9.375731,8.643879
C00744,A_L10,DIGITAL_CMOS,CMOS_A,1.644971,1.665378,0.026625,0.02749,92.277756,92.902667,8.353515,8.387928,7.762461,7.769525,7.086105,7.103378,1.809322,0.028385,96.159922,8.403017,7.77265,7.273765
C00745,A_L10,DIGITAL_CMOS,CMOS_A,1.123222,1.121473,0.020477,0.020497,93.532104,94.191638,9.310764,9.335047,8.380574,8.434174,7.443596,7.461728,1.149613,0.021121,94.047455,9.579928,8.759582,7.978623
C00746,A_L10,DIGITAL_CMOS,CMOS_A,1.34576,1.317784,0.03087,0.031005,84.483919,85.730416,8.659631,8.742776,8.196975,8.312523,7.826939,7.913815,1.423941,0.031682,86.961053,9.225778,8.762302,8.504525
C00747,A_L10,DIGITAL_CMOS,CMOS_A,1.656094,1.719106,0.014917,0.015072,88.731683,88.775963,8.99155,9.073022,8.431846,8.486588,7.835002,8.063255,1.802804,0.015702,90.18053,9.320667,8.589368,8.48074
C00748,A_L10,DIGITAL_CMOS,CMOS_A,1.72477,1.734546,0.019499,0.019646,91.473082,92.740557,9.136964,9.223389,8.198058,8.210424,7.597546,7.616991,1.957303,0.021242,97.13319,9.240946,8.265238,7.629043
C00749,A_L10,DIGITAL_CMOS,CMOS_A,1.652314,1.719687,0.023094,0.024464,96.25987,97.190509,9.279231,9.253257,8.025713,7.964754,7.417676,7.367669,1.830298,0.025005,101.044843,9.342241,7.964804,7.466616
C00750,A_L10,DIGITAL_CMOS,CMOS_A,1.435487,1.407479,0.029598,0.02974,91.189168,91.58288,8.665419,8.743201,7.644941,7.675948,7.256056,7.369436,1.409492,0.029185,92.000367,9.005077,7.911068,7.646518
C00827,A_L12,DIGITAL_CMOS,CMOS_A,1.359362,1.355859,0.015038,0.015152,89.842018,91.098395,8.745792,8.751668,8.198816,8.218699,6.971685,7.006772,1.405815,0.016254,92.698511,8.746268,8.300898,7.079766
C00828,A_L12,DIGITAL_CMOS,CMOS_A,2.049365,2.047946,0.023351,0.024355,88.126118,87.989268,9.047823,8.9851,7.848575,7.977361,6.89414,6.97997,2.12043,0.026057,90.870444,9.095335,7.943302,7.028522
C00829,A_L12,DIGITAL_CMOS,CMOS_A,1.632122,1.641916,0.02692,0.027007,84.963481,85.450051,9.120404,9.217387,8.372993,8.451423,7.621496,7.811022,1.638096,0.027979,85.455708,9.41644,8.997635,8.32192
C00830,A_L12,DIGITAL_CMOS,CMOS_A,1.506823,1.523714,0.014106,0.014269,95.001074,96.738162,9.45432,9.474109,8.214123,8.355964,7.356363,7.516243,1.587404,0.014458,97.92783,9.622704,8.57618,7.83575
C00831,A_L12,DIGITAL_CMOS,CMOS_A,1.311634,1.318505,0.018276,0.018626,87.998475,89.263277,8.463973,8.468841,8.264218,8.252361,7.239305,7.241897,1.363668,0.018791,90.813403,8.496594,8.289396,7.258938
C00832,A_L12,DIGITAL_CMOS,CMOS_A,1.739292,1.735749,0.016511,0.016874,91.923821,92.326217,9.032707,9.044503,8.19599,8.209115,7.304177,7.27829,1.77003,0.017205,93.096884,9.141173,8.331083,7.349912
C00833,A_L12,DIGITAL_CMOS,CMOS_A,1.324323,1.351926,0.01981,0.01989,78.36615,78.397485,9.006729,9.053239,8.579087,8.611756,7.555488,7.612441,1.329096,0.020078,78.587106,9.098017,8.674448,7.652371
C00834,A_L12,DIGITAL_CMOS,CMOS_A,1.431592,1.460593,0.024755,0.025444,86.594849,86.828176,9.427628,9.485363,8.467195,8.53744,7.758893,7.789328,1.535732,0.02694,88.425581,9.823026,9.066299,8.749923
C00835,A_L12,DIGITAL_CMOS,CMOS_A,1.381106,1.406322,0.013437,0.013451,98.357765,98.893934,9.036803,9.182303,8.271467,8.372983,7.457482,7.547588,1.425456,0.013613,98.932681,9.210986,8.480532,7.71164
C00836,A_L12,DIGITAL_CMOS,CMOS_A,1.10144,1.122777,0.01435,0.01476,87.263574,87.872417,9.057435,9.321602,8.251253,8.450329,7.351416,7.439696,1.140502,0.015271,87.709099,9.51105,8.840326,7.647365
C00837,A_L12,DIGITAL_CMOS,CMOS_A,1.454892,1.492851,0.019008,0.019011,89.348525,89.2273,8.727729,8.834495,7.577998,7.612329,7.059443,7.288478,1.5229,0.01937,90.627584,8.967533,7.862461,7.727986
C00838,A_L12,DIGITAL_CMOS,CMOS_A,1.475458,1.471159,0.015625,0.015922,85.465125,84.638779,8.306214,8.331962,7.634621,7.581576,6.644075,6.667159,1.534476,0.016832,86.363875,8.43301,7.660351,6.762837
C00839,A_L12,DIGITAL_CMOS,CMOS_A,1.557421,1.590154,0.030818,0.031215,93.038481,92.91215,8.806941,8.900409,8.417444,8.455225,7.133009,7.251512,1.58759,0.032103,92.644493,9.181875,9.202333,7.962303
C00840,A_L12,DIGITAL_CMOS,CMOS_A,1.729858,1.763577,0.016955,0.017384,94.97697,94.582889,8.956333,8.947733,7.968169,7.981932,7.453885,7.44783,1.845971,0.018281,98.265174,9.058164,8.132092,7.51964
C00841,A_L12,DIGITAL_CMOS,CMOS_A,1.263794,1.31119,0.020144,0.020788,91.944719,91.869118,8.962765,8.968907,7.803889,7.860871,7.236488,7.405223,1.3381,0.021391,94.680628,9.25973,8.361587,7.993671
C00842,A_L12,DIGITAL_CMOS,CMOS_A,1.283901,1.283621,0.014212,0.014503,84.565994,84.23536,8.575417,8.727286,8.064904,8.174271,7.27398,7.442422,1.306027,0.014453,84.853882,8.88826,8.483664,7.878648
C00843,A_L12,DIGITAL_CMOS,CMOS_A,1.41788,1.449541,0.012935,0.013088,85.512951,86.399898,8.688433,8.771742,8.646815,8.862688,7.399827,7.540966,1.528666,0.013557,87.455665,8.909502,8.998354,7.796829
C00844,A_L12,DIGITAL_CMOS,CMOS_A,1.3945,1.375744,0.021308,0.021395,92.365835,92.975435,8.941544,8.9709,8.034781,8.058439,7.550645,7.595123,1.402825,0.021343,93.001047,9.023114,8.08012,7.758305
C00845,A_L12,DIGITAL_CMOS,CMOS_A,1.417844,1.422689,0.026641,0.027147,93.030647,92.386893,8.523006,8.588227,8.027861,8.114039,6.898747,7.025473,1.521988,0.029544,94.802763,8.866214,8.637147,7.806486
C00846,A_L12,DIGITAL_CMOS,CMOS_A,1.866231,1.895283,0.021413,0.022093,80.62448,81.855471,9.223525,9.230111,7.92309,7.966396,7.056587,7.090078,1.991816,0.02274,83.001436,9.304229,7.89242,7.136093
C00847,A_L12,DIGITAL_CMOS,CMOS_A,1.596475,1.559318,0.017235,0.017369,87.666415,88.416093,9.427589,9.525293,8.01641,7.969602,7.585482,7.751064,1.569574,0.017899,88.550047,9.539936,8.010513,7.83603
C00848,A_L12,DIGITAL_CMOS,CMOS_A,1.561143,1.568081,0.016022,0.016648,92.69665,93.63013,9.290617,9.350719,8.598051,8.589626,7.598983,7.661606,1.632922,0.017227,94.888291,9.71937,9.086277,8.375211
C00849,A_L12,DIGITAL_CMOS,CMOS_A,1.254469,1.281662,0.017064,0.017596,84.131031,84.489338,8.807457,8.844382,7.633469,7.670171,7.266807,7.431902,1.346208,0.01798,86.536686,9.419653,8.08436,8.428502
C00850,A_L12,DIGITAL_CMOS,CMOS_A,1.233595,1.250509,0.015345,0.015743,88.462914,89.128164,8.779447,8.816307,7.978597,8.092926,7.25021,7.275075,1.289113,0.017356,90.652132,8.917308,8.10272,7.252578
C00851,A_L12,DIGITAL_CMOS,CMOS_A,1.48513,1.510963,0.017476,0.017809,87.2463,88.121781,9.18155,9.277075,7.980096,8.025857,7.425254,7.478058,1.534664,0.017994,88.49956,9.594959,8.575857,8.076929
C00852,A_L12,DIGITAL_CMOS,CMOS_A,1.306834,1.309016,0.021855,0.021857,97.306683,96.076935,9.24324,9.300286,8.425067,8.424358,7.144667,7.194334,1.301875,0.021996,98.149943,9.307595,8.646126,7.392695
C00853,A_L12,DIGITAL_CMOS,CMOS_A,1.258749,1.239955,0.017065,0.017119,84.538997,84.743919,9.318708,9.422192,8.999704,9.055933,7.388206,7.403151,1.248982,0.017166,84.692932,9.490871,9.071529,7.673739
C00854,A_L12,DIGITAL_CMOS,CMOS_A,1.497978,1.525733,0.033235,0.033583,89.03263,88.381086,9.256799,9.336403,7.867198,8.02787,6.925839,7.112649,1.591415,0.03559,91.08124,9.728088,8.472592,8.027664
C00855,A_L12,DIGITAL_CMOS,CMOS_A,1.102471,1.11269,0.022646,0.022945,85.123057,84.889819,8.449392,8.46169,8.242283,8.233575,7.611968,7.756409,1.116446,0.022582,85.216068,8.508622,8.317823,7.825643
C00856,A_L12,DIGITAL_CMOS,CMOS_A,1.897985,1.898333,0.026678,0.026614,89.832278,90.337604,8.98111,9.024017,8.604695,8.655657,6.911268,6.925125,1.958032,0.027489,91.739081,9.033504,8.712903,7.042217
C00857,A_L12,DIGITAL_CMOS,CMOS_A,1.49838,1.498105,0.015736,0.015805,92.306795,93.118394,9.357222,9.37695,8.522205,8.679979,7.686436,7.956295,1.518626,0.016037,93.43048,9.635922,8.943579,8.250148
C00858,A_L12,DIGITAL_CMOS,CMOS_A,0.995239,1.019114,0.019297,0.019569,89.150215,88.733098,8.718348,8.697287,8.422635,8.383959,7.552456,7.604822,1.040979,0.019305,90.496448,8.76323,8.573324,7.925049
