component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,IDDQ_96h,IDDQ_168h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Input_Leakage_Current_96h,Input_Leakage_Current_168h,Active_Supply_Current_0h,Active_Supply_Current_24h,Active_Supply_Current_96h,Active_Supply_Current_168h,Propagation_Delay_0h,Propagation_Delay_24h,Propagation_Delay_96h,Propagation_Delay_168h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Rise_Time_96h,Output_Rise_Time_168h,Output_Fall_Time_0h,Output_Fall_Time_24h,Output_Fall_Time_96h,Output_Fall_Time_168h
PEER_BASELINE_CORRUPTION_011,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.337681,4.0,5.5,8.0,0.024405,0.02624,0.02778,0.028495,90.366621,91.421108,90.826578,92.424623,9.706072,9.780277,10.181284,10.478386,7.908597,7.970355,8.141395,8.371513,7.405253,7.498868,7.627443,7.861865
PEER_BASELINE_CORRUPTION_012,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.865717,4.0,5.5,8.0,0.019764,0.020518,0.021229,0.02165,82.560832,83.612485,84.131058,83.400786,8.727541,8.863836,9.093117,9.20415,7.509916,7.527599,7.617505,7.777731,7.399983,7.548146,7.713711,7.829275
PEER_BASELINE_CORRUPTION_013,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.233709,4.0,5.5,8.0,0.018301,0.018742,0.020648,0.022083,86.582849,86.70703,87.911586,89.619954,9.09977,9.071843,9.029175,9.07864,7.728054,7.708932,7.698996,7.750362,7.410344,7.447115,7.501568,7.464216
PEER_BASELINE_CORRUPTION_014,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.536566,4.0,5.5,8.0,0.020588,0.020976,0.021775,0.022483,87.96276,88.198937,89.876612,89.665127,8.458308,8.532085,8.846529,9.219188,7.216836,7.240348,7.429073,7.684635,7.130255,7.167733,7.420031,7.599227
PEER_BASELINE_CORRUPTION_015,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.875524,4.0,5.5,8.0,0.017656,0.018931,0.020195,0.0206,87.962925,88.201374,88.852612,90.257419,9.104177,9.19535,9.309334,9.46098,7.623156,7.683839,7.719555,7.805145,7.206741,7.383562,7.49975,7.716511
PEER_BASELINE_CORRUPTION_016,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.564614,4.0,5.5,8.0,0.020199,0.020697,0.02186,0.022963,81.109468,81.246219,83.222728,85.091359,9.516519,9.490445,9.506015,9.673435,8.30819,8.315742,8.303994,8.338386,8.336256,8.370758,8.392699,8.368881
PEER_BASELINE_CORRUPTION_017,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.316957,4.0,5.5,8.0,0.013773,0.014153,0.015164,0.015075,87.568936,88.704121,89.313327,89.875432,9.465907,9.492181,9.538285,9.572138,8.345373,8.364425,8.427345,8.533233,7.878065,7.885528,7.936785,7.946293
PEER_BASELINE_CORRUPTION_018,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.558732,4.0,5.5,8.0,0.019502,0.020184,0.021804,0.02309,90.008069,90.055655,90.8265,92.481227,8.538054,8.560819,8.600894,8.633184,6.876744,6.881921,6.86284,6.940391,7.43434,7.391225,7.428626,7.498735
PEER_BASELINE_CORRUPTION_019,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.289514,4.0,5.5,8.0,0.02558,0.026531,0.026323,0.026789,86.752053,86.290063,87.1101,86.848424,9.155239,9.280702,9.321547,9.405083,8.216399,8.093575,8.074855,8.14529,7.449176,7.428506,7.494417,7.405089
PEER_BASELINE_CORRUPTION_020,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.510786,4.0,5.5,8.0,0.019781,0.020146,0.021255,0.021593,82.367963,82.21496,82.553133,83.88058,8.417636,8.522967,8.662477,8.815883,7.319797,7.347522,7.529901,7.722823,7.361353,7.391339,7.658487,7.955287
PEER_BASELINE_CORRUPTION_021,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.818559,4.0,5.5,8.0,0.028768,0.030861,0.032033,0.032933,99.780559,100.654328,101.762782,102.79369,8.749118,8.789546,8.843061,8.821757,7.466138,7.411085,7.478723,7.510081,7.792516,7.876356,7.881051,7.863763
PEER_BASELINE_CORRUPTION_022,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.436594,4.0,5.5,8.0,0.010359,0.010445,0.010863,0.011164,89.626835,89.724651,89.852722,90.789191,8.895043,8.909745,8.955786,9.013478,7.633569,7.661194,7.655446,7.703126,7.912337,8.052783,8.044604,8.065809
PEER_BASELINE_CORRUPTION_023,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.664833,4.0,5.5,8.0,0.016332,0.016613,0.017282,0.017479,91.977791,92.708152,92.900536,92.646363,9.152429,9.189686,9.266241,9.285556,8.214698,8.192291,8.228981,8.208367,8.003746,7.99182,8.054295,8.036958
PEER_BASELINE_CORRUPTION_024,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.522104,4.0,5.5,8.0,0.014955,0.015176,0.015665,0.016149,81.772093,82.049523,81.722727,82.738509,8.769459,8.782885,8.786868,8.809859,7.271388,7.331879,7.335836,7.379567,7.093888,7.1416,7.234193,7.164668
PEER_BASELINE_CORRUPTION_025,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.664441,4.0,5.5,8.0,0.019652,0.019878,0.020624,0.020992,86.748809,86.656594,86.780659,87.070059,9.146852,9.177664,9.161891,9.323225,7.817614,7.841165,7.917751,7.919114,7.609481,7.609658,7.62962,7.717175
PEER_BASELINE_CORRUPTION_026,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.662791,1.64806,1.695544,1.726907,0.017539,0.018042,0.018976,0.019566,85.636734,84.596278,85.605393,86.660258,9.415128,9.509495,9.740802,9.922632,8.139712,8.194605,8.260435,8.437081,7.188487,7.255478,7.423233,7.59982
PEER_BASELINE_CORRUPTION_027,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.129948,1.138121,1.137683,1.133112,0.0153,0.015394,0.015537,0.015792,83.683119,84.459773,84.870631,84.862194,8.86115,8.923666,9.088593,9.118904,8.285077,8.25259,8.38667,8.53334,7.551159,7.641068,7.647571,7.76387
PEER_BASELINE_CORRUPTION_028,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.42926,1.452525,1.474777,1.531446,0.019653,0.020709,0.021765,0.022659,84.884488,85.469769,86.438508,87.215244,8.545428,8.613069,8.600412,8.632912,7.630828,7.670294,7.75044,7.754859,7.49068,7.557892,7.566611,7.606295
PEER_BASELINE_CORRUPTION_029,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.15605,1.175256,1.193822,1.221214,0.019987,0.021096,0.023386,0.024998,87.967643,88.7788,89.560014,91.47501,8.964136,9.018378,9.278787,9.496808,8.030955,8.089516,8.196608,8.44303,7.671015,7.762377,8.000054,8.312399
PEER_BASELINE_CORRUPTION_030,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.732443,1.752186,1.786593,1.803522,0.019985,0.020494,0.021429,0.022008,89.947375,90.417049,91.510221,92.45483,9.398921,9.413262,9.506945,9.445836,7.929466,7.951265,8.013089,7.939198,8.107814,7.97046,8.054892,8.12275
PEER_BASELINE_CORRUPTION_031,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.83254,1.788286,1.819098,1.844184,0.027036,0.02814,0.029854,0.030655,79.311134,80.13054,81.226765,81.519594,9.056998,9.242806,9.462377,9.701344,8.103572,8.185981,8.354066,8.441805,7.968631,8.064287,8.219077,8.38169
PEER_BASELINE_CORRUPTION_032,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.403877,1.397501,1.448172,1.483217,0.011709,0.012257,0.013145,0.013963,83.688214,82.841345,85.302189,85.581392,8.681765,8.732799,8.748068,8.775011,7.732105,7.757777,7.703601,7.782602,7.412192,7.458091,7.534876,7.527629
PEER_BASELINE_CORRUPTION_033,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.626189,1.637245,1.628414,1.643721,0.021593,0.021938,0.022388,0.022439,83.48968,83.457923,84.169185,84.739214,9.204275,9.370591,9.539568,9.830066,7.88806,7.970205,8.09871,8.262516,8.139329,8.232104,8.325019,8.602633
PEER_BASELINE_CORRUPTION_034,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.280009,1.272759,1.297233,1.306419,0.021038,0.02153,0.022509,0.02296,79.109873,80.309852,80.735444,81.093896,8.451887,8.516236,8.529012,8.569269,7.43125,7.36112,7.38866,7.493279,7.199299,7.1498,7.265539,7.241956
PEER_BASELINE_CORRUPTION_035,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.933074,1.943762,1.959692,1.940737,0.022742,0.022848,0.023175,0.022983,94.104516,94.455614,95.463349,95.056584,8.632308,8.718484,8.931349,9.040709,7.357608,7.460345,7.544851,7.581121,6.909613,6.969892,7.193258,7.244868
PEER_BASELINE_CORRUPTION_036,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.517103,1.530718,1.50993,1.54417,0.016735,0.017644,0.018655,0.018997,80.17779,80.073875,81.586489,81.596196,9.49722,9.509368,9.760363,9.768065,8.621107,8.704729,8.847981,8.970544,7.854695,7.923596,8.107284,8.125409
PEER_BASELINE_CORRUPTION_037,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.350145,1.391087,1.398245,1.407614,0.016063,0.016815,0.01754,0.017959,91.130097,91.009724,91.25243,91.958616,8.849467,8.876632,8.810276,8.900033,7.768806,7.797887,7.85623,7.845518,6.89844,6.962781,6.951413,6.996616
PEER_BASELINE_CORRUPTION_038,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.555477,1.582662,1.612571,1.596139,0.017531,0.018828,0.019531,0.020022,94.396251,94.302134,95.194897,97.207807,9.816746,9.769261,9.737469,9.735807,8.271401,8.348149,8.361957,8.427259,7.599695,7.679551,7.703315,7.830143
PEER_BASELINE_CORRUPTION_039,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.724828,1.729424,1.735581,1.747119,0.032331,0.033016,0.03337,0.033843,81.921123,81.723307,82.159322,82.557288,9.066659,9.140439,9.10579,9.170114,8.337827,8.335605,8.405259,8.443801,7.853539,7.816539,7.87708,7.985074
PEER_BASELINE_CORRUPTION_040,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.462099,1.474815,1.481082,1.50452,0.019921,0.020009,0.02038,0.02096,88.988434,88.905355,91.099766,91.027683,9.339483,9.428718,9.608516,9.63225,7.27356,7.383205,7.424032,7.533679,7.542677,7.709831,7.833973,7.92033
PEER_BASELINE_CORRUPTION_041,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.658986,1.674857,1.64634,1.626816,0.013038,0.013319,0.01367,0.013595,91.651154,92.020272,92.77423,92.391906,9.626245,9.798971,10.00591,10.09763,8.809414,8.837691,8.947775,9.086221,8.32956,8.475333,8.580268,8.814914
PEER_BASELINE_CORRUPTION_042,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.627883,1.634212,1.612088,1.656524,0.022678,0.022735,0.023074,0.023833,88.439439,88.362266,88.770255,88.131282,9.431654,9.432259,9.593871,9.483516,8.098281,8.132455,8.098563,8.117437,7.5549,7.506724,7.61097,7.676431
PEER_BASELINE_CORRUPTION_043,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.396922,1.387448,1.398715,1.413437,0.017397,0.01815,0.019639,0.021361,90.141468,89.86809,90.686686,92.976143,9.251535,9.326699,9.64135,9.831611,7.649871,7.693588,7.841752,8.110679,7.740324,7.839322,8.199272,8.4465
PEER_BASELINE_CORRUPTION_044,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.392829,1.374742,1.424712,1.463076,0.016538,0.01718,0.018311,0.019366,82.33251,82.213557,83.289008,84.711772,9.085354,9.15516,9.162461,9.163113,7.787303,7.764571,7.79508,7.858818,7.535603,7.602174,7.563904,7.574024
PEER_BASELINE_CORRUPTION_045,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.587858,1.601984,1.606641,1.632409,0.019891,0.01998,0.020703,0.021112,93.61389,94.25385,94.918572,94.713165,8.943497,8.971411,8.958349,9.015736,8.205071,8.236579,8.272175,8.338238,7.669893,7.659757,7.712278,7.665551
PEER_BASELINE_CORRUPTION_046,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.522472,1.565721,1.542524,1.55529,0.017614,0.017659,0.017999,0.018568,87.148726,87.222025,87.461067,87.796885,9.213175,9.236821,9.256145,9.319103,7.941032,7.906961,8.01078,8.008356,8.04638,8.158694,8.129611,8.170517
PEER_BASELINE_CORRUPTION_047,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.587871,1.578761,1.576929,1.615608,0.021105,0.021599,0.02176,0.022017,88.601858,89.010838,89.274208,88.615296,9.776372,9.855645,9.980388,10.148101,7.945635,8.003382,8.124638,8.318142,8.223428,8.265792,8.487246,8.887421
PEER_BASELINE_CORRUPTION_048,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.486206,1.465917,1.474731,1.509714,0.019415,0.020147,0.022032,0.023764,86.623258,86.721169,88.231997,90.170058,8.539093,8.691971,8.94595,9.131392,7.473332,7.632053,7.79145,7.934898,7.289641,7.398698,7.523087,7.711343
PEER_BASELINE_CORRUPTION_049,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.701385,1.722746,1.754181,1.767511,0.017203,0.017931,0.019412,0.020588,86.525408,87.018219,88.978352,90.108443,9.204769,9.255417,9.367018,9.709843,7.379991,7.469867,7.702397,7.854466,7.370569,7.410492,7.79108,7.975416
PEER_BASELINE_CORRUPTION_050,PEER_BASELINE_CORRUPTION,DIGITAL_CMOS,CMOS_A,1.373111,1.383893,1.443292,1.412828,0.019086,0.02002,0.022179,0.023949,89.032464,90.201187,91.870414,92.425491,9.634169,9.641604,9.968868,10.322901,8.398664,8.368345,8.5282,8.651094,8.479957,8.47654,8.564654,8.615922
