component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,IDDQ_96h,IDDQ_168h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Input_Leakage_Current_96h,Input_Leakage_Current_168h,Active_Supply_Current_0h,Active_Supply_Current_24h,Active_Supply_Current_96h,Active_Supply_Current_168h,Propagation_Delay_0h,Propagation_Delay_24h,Propagation_Delay_96h,Propagation_Delay_168h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Rise_Time_96h,Output_Rise_Time_168h,Output_Fall_Time_0h,Output_Fall_Time_24h,Output_Fall_Time_96h,Output_Fall_Time_168h
DEMO_C00058,DEMO_A,DIGITAL_CMOS,CMOS_A,1.522472,1.565721,1.542524,1.55529,0.017614,0.017659,0.017999,0.018568,87.148726,87.222025,87.461067,87.796885,9.213175,9.236821,9.256145,9.319103,7.941032,7.906961,8.01078,8.008356,8.04638,8.158694,8.129611,8.170517
DEMO_C00059,DEMO_A,DIGITAL_CMOS,CMOS_A,1.587871,1.578761,1.576929,1.615608,0.021105,0.021599,0.02176,0.022017,88.601858,89.010838,89.274208,88.615296,9.776372,9.855645,9.980388,10.148101,7.945635,8.003382,8.124638,8.318142,8.223428,8.265792,8.487246,8.887421
DEMO_C00060,DEMO_A,DIGITAL_CMOS,CMOS_A,1.486206,1.465917,1.474731,1.509714,0.019415,0.020147,0.022032,0.023764,86.623258,86.721169,88.231997,90.170058,8.539093,8.691971,8.94595,9.131392,7.473332,7.632053,7.79145,7.934898,7.289641,7.398698,7.523087,7.711343
DEMO_C00061,DEMO_A,DIGITAL_CMOS,CMOS_A,1.701385,1.722746,1.754181,1.767511,0.017203,0.017931,0.019412,0.020588,86.525408,87.018219,88.978352,90.108443,9.204769,9.255417,9.367018,9.709843,7.379991,7.469867,7.702397,7.854466,7.370569,7.410492,7.79108,7.975416
DEMO_C00062,DEMO_A,DIGITAL_CMOS,CMOS_A,1.373111,1.383893,1.443292,1.412828,0.019086,0.02002,0.022179,0.023949,89.032464,90.201187,91.870414,92.425491,9.634169,9.641604,9.968868,10.322901,8.398664,8.368345,8.5282,8.651094,8.479957,8.47654,8.564654,8.615922
DEMO_C00063,DEMO_A,DIGITAL_CMOS,CMOS_A,1.62178,1.59747,1.609145,1.652527,0.02654,0.026916,0.027731,0.028098,85.719198,85.313578,84.96174,86.102699,9.270561,9.334716,9.595484,9.828666,8.116435,8.209842,8.312396,8.538608,7.549555,7.624619,7.752585,8.048473
DEMO_C00064,DEMO_A,DIGITAL_CMOS,CMOS_A,1.903818,1.928759,1.940785,1.968398,0.028767,0.030209,0.032397,0.033367,86.572775,87.038174,88.468398,89.04562,8.783744,8.915985,9.035732,9.105393,7.328005,7.403229,7.574679,7.615533,7.306666,7.374136,7.49882,7.583216
DEMO_C00065,DEMO_A,DIGITAL_CMOS,CMOS_A,1.477572,1.508861,1.535135,1.597645,0.017002,0.017979,0.019305,0.020326,91.067465,92.190833,93.481026,95.100276,9.42673,9.441381,9.564302,9.696083,8.381605,8.550846,8.655545,8.843878,7.776798,7.926965,8.139567,8.397467
DEMO_C00066,DEMO_A,DIGITAL_CMOS,CMOS_A,1.658678,1.645331,1.680201,1.684707,0.011129,0.011207,0.011296,0.011152,86.918602,86.880524,87.286859,88.121014,8.815094,8.816093,8.847677,8.906337,7.058652,6.973664,7.08713,6.992495,8.071072,8.162229,8.119253,8.186752
DEMO_C00067,DEMO_A,DIGITAL_CMOS,CMOS_A,2.161101,2.101985,2.20072,2.256099,0.019183,0.020064,0.022785,0.024467,83.970876,84.262121,84.982993,86.065592,9.137673,9.23411,9.306491,9.461122,7.31014,7.412892,7.464303,7.523253,7.334464,7.514807,7.721917,7.771509
DEMO_C00068,DEMO_A,DIGITAL_CMOS,CMOS_A,1.418384,1.406345,1.410736,1.474733,0.01817,0.018997,0.020393,0.020737,86.996927,87.635249,89.453132,90.153823,8.700166,8.786876,9.018141,9.123923,8.072709,8.012171,8.200221,8.323185,7.828061,8.152429,8.270626,8.398648
DEMO_C00069,DEMO_A,DIGITAL_CMOS,CMOS_A,1.498722,1.514798,1.491311,1.50096,0.02131,0.021833,0.022021,0.022212,89.693139,90.115973,90.034306,90.75346,9.030157,9.130288,9.166996,9.163332,7.492512,7.491166,7.490402,7.546812,7.514402,7.454414,7.599547,7.584216
DEMO_C00070,DEMO_A,DIGITAL_CMOS,CMOS_A,1.053924,1.0502,1.083978,1.103454,0.019451,0.020351,0.020892,0.021743,88.576645,89.923666,91.206311,91.161926,9.209501,9.307035,9.564498,9.623705,8.127475,8.19267,8.28106,8.499273,7.889139,7.934418,8.038334,8.265649
DEMO_C00071,DEMO_A,DIGITAL_CMOS,CMOS_A,1.315257,1.318211,1.344633,1.369788,0.032109,0.032875,0.036043,0.041242,81.881175,82.792719,87.041521,94.972039,8.798065,8.882476,8.920167,8.921458,7.373704,7.390199,7.409221,7.459384,7.248951,7.26029,7.327757,7.397131
DEMO_C00072,DEMO_A,DIGITAL_CMOS,CMOS_A,1.861943,1.894534,1.943444,1.935502,0.024871,0.026837,0.028563,0.029359,82.905759,82.754052,83.738418,85.785726,8.841558,8.901276,8.939647,8.898208,8.00876,7.941293,8.049084,8.122234,7.76882,7.814864,7.819646,7.900503
DEMO_C00073,DEMO_A,DIGITAL_CMOS,CMOS_A,1.885671,1.947523,1.927311,1.905294,0.02743,0.027428,0.027436,0.027435,89.31096,89.651802,89.922487,89.974083,9.998169,10.072598,10.267315,10.514375,8.16522,8.250153,8.377932,8.4849,8.288175,8.276286,8.467468,8.684099
DEMO_C00074,DEMO_A,DIGITAL_CMOS,CMOS_A,1.261513,1.283856,1.267705,1.259231,0.023871,0.024407,0.024685,0.025119,86.713157,86.41745,86.329748,87.27058,9.523782,9.561486,9.667392,9.672412,8.353875,8.386572,8.361259,8.369267,7.89484,7.808613,7.911057,7.961453
DEMO_C00075,DEMO_A,DIGITAL_CMOS,CMOS_A,1.398972,1.374756,1.39932,1.38095,0.012896,0.012923,0.013181,0.013218,84.26721,83.631672,84.331426,84.117826,8.890007,9.030472,9.097387,9.241566,7.630595,7.68972,7.775101,7.850289,7.085218,7.175803,7.336501,7.369417
DEMO_C00076,DEMO_A,DIGITAL_CMOS,CMOS_A,1.680142,1.68942,1.690103,1.690047,0.021846,0.023076,0.024229,0.024813,84.34467,85.167373,85.738708,86.666026,8.996116,9.068222,9.373932,9.72078,7.840084,7.869211,7.983847,8.264124,7.467531,7.406647,7.685336,7.865579
DEMO_C00077,DEMO_A,DIGITAL_CMOS,CMOS_A,1.359869,1.328988,1.350485,1.339274,0.0175,0.017422,0.017824,0.018155,82.861258,82.847793,82.483978,84.367763,9.694771,9.698391,9.696819,9.82198,8.173339,8.22765,8.242332,8.327981,7.975215,8.056778,8.093299,8.071703
DEMO_C00078,DEMO_A,DIGITAL_CMOS,CMOS_A,1.961692,1.988006,1.993849,1.975716,0.026402,0.02707,0.027121,0.027879,89.968189,90.427546,91.313638,90.803013,9.618101,9.645054,9.659874,9.7027,8.429363,8.437538,8.496588,8.51792,8.361022,8.514046,8.491114,8.533652
