component_id,lot_id,injected_defect,scenario_role
CH_low_start_late_drifter_018,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_019,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_020,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_021,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_022,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_023,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_024,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_025,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_026,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_027,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_028,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_029,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_030,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_031,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_032,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_033,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_034,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_035,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_036,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_037,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_038,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_039,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_040,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_041,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_042,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_043,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_044,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_045,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_046,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_047,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_048,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_049,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_050,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_051,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_052,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_053,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_054,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_055,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_056,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_057,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_058,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_059,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_060,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_061,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_062,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_063,CH_low_start_late_drifter,0,ordinary_control
CH_low_start_late_drifter_064,CH_low_start_late_drifter,0,ordinary_control
CH_benign_high_baseline_001,CH_benign_high_baseline,0,stable_high_baseline_control
CH_benign_high_baseline_002,CH_benign_high_baseline,0,stable_high_baseline_control
CH_benign_high_baseline_003,CH_benign_high_baseline,0,stable_high_baseline_control
CH_benign_high_baseline_004,CH_benign_high_baseline,0,stable_high_baseline_control
CH_benign_high_baseline_005,CH_benign_high_baseline,0,stable_high_baseline_control
CH_benign_high_baseline_006,CH_benign_high_baseline,0,stable_high_baseline_control
CH_benign_high_baseline_007,CH_benign_high_baseline,0,stable_high_baseline_control
CH_benign_high_baseline_008,CH_benign_high_baseline,0,stable_high_baseline_control
CH_benign_high_baseline_009,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_010,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_011,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_012,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_013,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_014,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_015,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_016,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_017,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_018,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_019,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_020,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_021,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_022,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_023,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_024,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_025,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_026,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_027,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_028,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_029,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_030,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_031,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_032,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_033,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_034,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_035,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_036,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_037,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_038,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_039,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_040,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_041,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_042,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_043,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_044,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_045,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_046,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_047,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_048,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_049,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_050,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_051,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_052,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_053,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_054,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_055,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_056,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_057,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_058,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_059,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_060,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_061,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_062,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_063,CH_benign_high_baseline,0,ordinary_control
CH_benign_high_baseline_064,CH_benign_high_baseline,0,ordinary_control
CH_whole_lot_shift_001,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_002,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_003,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_004,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_005,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_006,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_007,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_008,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_009,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_010,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_011,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_012,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_013,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_014,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_015,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_016,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_017,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_018,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_019,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_020,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_021,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_022,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_023,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_024,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_025,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_026,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_027,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_028,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_029,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_030,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_031,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_032,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_033,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_034,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_035,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_036,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_037,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_038,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_039,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_040,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_041,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_042,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_043,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_044,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_045,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_046,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_047,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_048,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_049,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_050,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_051,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_052,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_053,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_054,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_055,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_056,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_057,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_058,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_059,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_060,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_061,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_062,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_063,CH_whole_lot_shift,0,common_mode_shift_control
CH_whole_lot_shift_064,CH_whole_lot_shift,0,common_mode_shift_control
CH_peer_baseline_corruption_001,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_002,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_003,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_004,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_005,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_006,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_007,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_008,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_009,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_010,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_011,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_012,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_013,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_014,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_015,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_016,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_017,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_018,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_019,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_020,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_021,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_022,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_023,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_024,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_025,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_026,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_027,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_028,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_029,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_030,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_031,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_032,CH_peer_baseline_corruption,1,peer_corrupting_early_drift
CH_peer_baseline_corruption_033,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_034,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_035,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_036,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_037,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_038,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_039,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_040,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_041,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_042,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_043,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_044,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_045,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_046,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_047,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_048,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_049,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_050,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_051,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_052,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_053,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_054,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_055,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_056,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_057,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_058,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_059,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_060,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_061,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_062,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_063,CH_peer_baseline_corruption,0,ordinary_control
CH_peer_baseline_corruption_064,CH_peer_baseline_corruption,0,ordinary_control
