component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,IDDQ_96h,IDDQ_168h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Input_Leakage_Current_96h,Input_Leakage_Current_168h,Active_Supply_Current_0h,Active_Supply_Current_24h,Active_Supply_Current_96h,Active_Supply_Current_168h,Propagation_Delay_0h,Propagation_Delay_24h,Propagation_Delay_96h,Propagation_Delay_168h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Rise_Time_96h,Output_Rise_Time_168h,Output_Fall_Time_0h,Output_Fall_Time_24h,Output_Fall_Time_96h,Output_Fall_Time_168h
CH_static_pass_latent_011,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.25784,1.333728,1.245142,1.290192,0.018821,0.020261,0.020638,0.020707,86.329728,85.231378,86.11667,87.869675,9.478953,9.377103,9.523874,9.710895,8.247474,8.486646,8.453843,8.564784,8.13096,8.287365,8.311584,8.614982
CH_static_pass_latent_012,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.495227,1.488983,1.480224,1.51081,0.025747,0.025739,0.026736,0.026475,83.720857,84.036802,85.490076,86.687703,8.805321,8.818302,8.940254,8.931301,8.337341,8.23264,8.405079,8.505879,8.30343,8.270682,8.395065,8.635469
CH_static_pass_latent_013,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.43478,1.435633,1.461576,1.492233,0.01582,0.016654,0.016142,0.017699,91.665756,90.478491,92.041072,93.720548,8.091735,8.047192,8.113786,8.228572,9.157504,9.223455,9.346558,9.295185,7.770775,7.729484,7.917018,7.998755
CH_static_pass_latent_014,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.488515,1.484703,1.501282,1.510074,0.020423,0.019958,0.019731,0.020505,96.65997,96.991319,96.927964,98.103977,7.026375,7.103988,7.091764,7.326465,7.530795,7.45719,7.814522,7.969145,7.248382,7.395589,7.41301,7.592955
CH_static_pass_latent_015,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.415732,1.445085,1.426308,1.46265,0.027972,0.027265,0.028437,0.028451,89.748654,89.713646,90.105154,91.880783,9.11269,8.917439,8.91474,9.126142,7.377446,7.476515,7.505539,7.682906,7.731023,8.034313,8.027065,8.057389
CH_static_pass_latent_016,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.669759,1.635948,1.650522,1.675669,0.017013,0.018098,0.016593,0.01764,94.1456,94.410913,96.607683,97.010174,9.343791,9.359287,9.467544,9.642038,7.520182,7.419887,7.679902,7.500775,7.140414,7.050067,7.24313,7.230931
CH_static_pass_latent_017,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.474459,1.453087,1.485129,1.524353,0.026472,0.026319,0.026163,0.02667,84.282409,84.599411,86.126012,87.09687,8.924215,8.790982,8.968079,9.023548,8.652177,8.502131,8.656849,8.522414,7.490066,7.487217,7.444297,7.621011
CH_static_pass_latent_018,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.303915,1.360967,1.334668,1.390005,0.016119,0.016681,0.016677,0.017072,90.377793,91.705969,92.187815,93.774914,9.096241,8.916807,9.171466,9.174929,7.740911,7.683739,7.941888,7.951402,7.468645,7.361187,7.492469,7.584875
CH_static_pass_latent_019,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.423907,1.479519,1.458952,1.502668,0.009363,0.009465,0.01039,0.009459,88.830768,88.70175,89.498742,90.324894,8.651553,8.642768,8.592437,8.822022,7.821765,7.820139,7.898366,8.005865,6.856325,6.992037,7.045856,7.137169
CH_static_pass_latent_020,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.692204,1.640264,1.694471,1.726979,0.0172,0.01749,0.018083,0.017408,94.800858,94.663167,95.39953,96.867761,8.862229,8.813547,8.939352,9.003824,7.19381,7.244448,7.277685,7.308282,7.803716,7.934521,8.112449,8.276225
CH_static_pass_latent_021,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.537548,1.522917,1.519265,1.531666,0.015867,0.015944,0.015787,0.01487,87.536223,87.700661,88.948132,90.987346,9.082413,9.114588,9.122873,9.279492,7.466779,7.441307,7.588607,7.677714,6.622323,6.549689,6.732451,6.73177
CH_static_pass_latent_022,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.296481,1.292124,1.355485,1.342621,0.032625,0.033052,0.033649,0.034182,92.05562,92.277167,93.596699,95.35866,8.930988,9.089482,9.264551,9.442964,8.850905,8.671192,8.833496,8.919852,7.065409,7.223711,7.313694,7.207126
CH_static_pass_latent_023,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.23305,1.194318,1.23614,1.249504,0.017732,0.017785,0.017739,0.017948,88.684634,89.118437,90.23359,90.523208,9.036153,8.979355,9.093499,9.171441,7.671904,7.506805,7.673281,7.844865,7.594892,7.596406,7.66319,7.649203
CH_static_pass_latent_024,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.708258,1.695021,1.693657,1.729319,0.017671,0.017768,0.018254,0.017809,89.535678,91.374384,90.236305,92.594863,8.945832,9.017204,9.300223,9.346624,7.47809,7.634525,7.528771,7.650133,7.586292,7.597749,7.801733,7.752388
CH_static_pass_latent_025,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.260309,1.246924,1.270573,1.296602,0.023131,0.022644,0.022966,0.022518,88.407492,88.560633,90.428904,90.136261,8.530274,8.574031,8.879628,8.751512,7.84335,7.955505,8.074184,8.069577,7.837689,8.025266,7.991682,8.046143
CH_static_pass_latent_026,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.458551,1.445229,1.45253,1.51064,0.02436,0.022908,0.02479,0.024795,94.719718,95.251507,96.766347,97.768081,7.856568,7.808302,7.939266,8.040399,7.913162,8.003229,8.153102,8.282616,8.207772,8.19258,8.176704,8.362548
CH_static_pass_latent_027,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.258471,1.27314,1.309471,1.30871,0.025049,0.025458,0.025844,0.026026,87.154291,87.993173,90.621057,89.684457,8.86643,8.740594,8.889014,9.030174,8.01881,8.119902,8.091584,8.15903,6.826741,6.776116,7.039441,6.936044
CH_static_pass_latent_028,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.204822,1.188855,1.202217,1.234664,0.020665,0.019656,0.020224,0.021998,89.021584,90.132963,91.578918,91.972367,8.967113,9.062399,9.048676,9.257003,8.00469,7.996495,8.142178,8.251081,7.221768,7.230022,7.319072,7.453637
CH_static_pass_latent_029,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.142277,1.179538,1.22044,1.188668,0.027425,0.028119,0.029329,0.028956,78.927246,80.205816,79.930707,82.169084,7.708664,7.861467,7.882769,8.039987,6.739743,6.898743,6.757175,7.142112,7.827773,7.923655,7.798753,8.014786
CH_static_pass_latent_030,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.683629,1.6895,1.695697,1.747031,0.021051,0.020953,0.021488,0.021384,90.01126,91.105552,92.724691,92.734118,9.94108,10.268489,10.160785,10.273222,7.995209,7.975832,7.994194,8.261842,8.169758,8.23498,8.264627,8.3532
CH_static_pass_latent_031,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.331335,1.36087,1.345148,1.362341,0.013351,0.013109,0.013515,0.013237,87.034103,85.818007,86.8858,88.661895,9.183722,9.063117,9.232634,9.400513,8.30592,8.402733,8.474638,8.465845,7.68792,7.713926,7.907681,8.000677
CH_static_pass_latent_032,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.853899,1.854668,1.835616,1.887962,0.018336,0.019072,0.01801,0.019692,89.856829,90.969282,91.476179,93.731527,9.636793,9.514725,9.740061,9.672428,9.298062,9.155081,9.387339,9.414506,7.608259,7.723211,7.757175,7.80881
CH_static_pass_latent_033,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.450821,1.429638,1.447387,1.46274,0.02194,0.022422,0.022385,0.021815,95.477996,95.341087,97.457605,97.797797,8.818697,8.97296,8.930372,9.058638,6.920857,6.965092,7.025917,7.18117,7.28939,7.367365,7.331843,7.543565
CH_static_pass_latent_034,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.569872,1.60511,1.61229,1.619941,0.014406,0.013302,0.014415,0.014211,90.074699,90.619561,90.867788,91.846249,7.757318,7.923262,8.059636,8.055438,7.79577,7.790995,7.790447,7.887873,7.1951,7.218692,7.406841,7.271182
CH_static_pass_latent_035,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.586233,1.609174,1.600738,1.628982,0.017176,0.017822,0.018066,0.018437,82.94776,83.779088,84.260204,85.505541,9.321942,9.354656,9.317643,9.438329,8.692606,8.731013,8.76296,9.063512,7.967298,8.042813,8.118546,8.210487
CH_static_pass_latent_036,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.650092,1.682469,1.688858,1.652412,0.016703,0.017062,0.017874,0.017927,85.075958,85.86985,86.293247,87.130789,9.181069,9.103371,9.26246,9.533202,8.063424,7.988215,8.075793,8.232101,7.576797,7.524382,7.615811,7.830742
CH_static_pass_latent_037,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.140071,1.222721,1.20661,1.265301,0.023152,0.023543,0.024136,0.024293,87.695739,86.900967,88.78591,89.356874,7.984978,7.941845,8.069322,8.304359,7.739742,7.42133,7.837996,7.820779,8.680312,8.788182,8.720541,8.945504
CH_static_pass_latent_038,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.618934,1.5904,1.672385,1.674416,0.021872,0.021994,0.021489,0.022157,96.652374,96.678774,98.694534,99.199853,10.258183,10.216601,10.405417,10.444546,7.929028,8.04549,7.919762,8.125621,7.443372,7.294758,7.393803,7.466811
CH_static_pass_latent_039,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.467507,1.47768,1.538861,1.535069,0.021762,0.021108,0.022634,0.022673,87.947727,86.840381,88.08628,88.820624,9.10286,9.06687,9.302926,9.230318,8.620534,8.526711,8.578837,8.739371,8.311714,8.047874,8.234507,8.485097
CH_static_pass_latent_040,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.694673,1.702623,1.736924,1.740427,0.025499,0.025857,0.026217,0.027127,94.786679,95.842885,95.867773,97.309836,8.975417,8.811087,9.019756,9.16655,7.585818,7.491927,7.644238,7.721728,7.477266,7.438616,7.505235,7.707895
CH_static_pass_latent_041,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.414424,1.443071,1.365457,1.453931,0.020015,0.020275,0.018993,0.020432,81.485168,81.060194,83.293421,83.957383,9.74626,9.788704,9.901661,9.848171,6.763843,6.814454,6.839217,6.962524,8.328342,8.415875,8.439659,8.517329
CH_static_pass_latent_042,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.514812,1.505586,1.499276,1.536833,0.018974,0.01851,0.019084,0.018999,84.33578,85.71782,87.054714,87.997089,9.881579,10.079374,10.231253,10.147374,8.036454,8.070029,7.883144,8.163897,7.900663,7.953211,8.140935,7.984285
CH_static_pass_latent_043,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.32819,1.37675,1.395149,1.414021,0.018613,0.01891,0.018747,0.018968,85.641374,86.77487,87.585361,88.264646,8.738015,8.75542,8.979088,9.064485,8.113211,8.304253,8.234339,8.345684,7.635292,7.852868,7.886363,7.792066
CH_static_pass_latent_044,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.411945,1.426148,1.422076,1.426,0.025567,0.026118,0.026015,0.026137,85.483725,85.426022,86.063278,87.84953,9.128647,9.185758,9.322701,9.352949,7.333812,7.338069,7.508442,7.544526,7.790931,7.74688,7.880341,7.925791
CH_static_pass_latent_045,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.41208,1.408428,1.429293,1.441923,0.019481,0.018937,0.019242,0.019312,88.16976,89.7832,90.233869,90.591675,9.259842,9.276408,9.266288,9.573022,7.134336,7.082727,7.118561,7.14378,7.830162,7.666166,7.841501,8.132514
CH_static_pass_latent_046,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.44554,1.445226,1.482542,1.51567,0.020157,0.019977,0.020302,0.021128,87.38266,87.233597,88.142516,89.134016,9.261414,9.545698,9.586573,9.647759,9.075566,9.052163,9.023969,9.166292,7.187016,7.14007,7.142965,7.365272
CH_static_pass_latent_047,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.744514,1.768664,1.795473,1.815811,0.023248,0.023731,0.024788,0.024311,90.26678,90.41799,92.061705,91.809176,9.139867,8.935752,8.98597,9.114956,8.172222,8.30198,8.466122,8.327913,8.24673,8.177502,8.298047,8.469808
CH_static_pass_latent_048,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.764016,1.754707,1.751381,1.800286,0.017976,0.018119,0.018148,0.018705,90.67143,90.293939,91.523696,92.646801,8.223735,8.579567,8.476859,8.593032,7.77674,7.783015,7.823208,7.931615,7.988351,8.005799,8.102313,8.173962
CH_static_pass_latent_049,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.750042,1.753027,1.769529,1.749167,0.014588,0.014187,0.014148,0.014721,84.148028,84.906829,84.85333,86.185018,8.56262,8.532874,8.674135,8.899258,7.302055,7.191697,7.346187,7.389967,7.835224,7.853417,7.917915,8.051066
CH_static_pass_latent_050,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.499269,1.51999,1.482349,1.519589,0.019379,0.020492,0.020304,0.019983,83.928747,84.553724,85.340832,86.734317,8.595895,8.624859,8.599981,8.823295,7.965647,7.945148,7.90975,7.973029,7.375373,7.718685,7.747449,7.885175
CH_static_pass_latent_051,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.244586,1.269494,1.238409,1.303306,0.025366,0.0264,0.026582,0.026505,92.020885,91.710722,92.56124,93.551922,7.796047,7.712958,7.997258,7.888305,8.555402,8.619689,8.655758,8.896869,7.089575,7.066387,7.185422,7.368325
CH_static_pass_latent_052,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.587049,1.630395,1.6088,1.644045,0.018942,0.019528,0.019785,0.020047,90.621319,90.954512,91.592729,92.833871,9.266168,9.014523,9.154832,9.357908,7.060448,6.986985,7.098163,7.127551,7.964829,7.861713,7.975246,7.979707
CH_static_pass_latent_053,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.493812,1.501967,1.510106,1.518734,0.01078,0.010555,0.010827,0.011239,89.919927,90.657262,91.505198,92.587612,9.113674,9.024606,9.227489,9.173012,7.925743,7.961647,8.087677,7.994377,7.595913,7.569739,7.552336,7.710388
CH_static_pass_latent_054,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.618045,1.689048,1.68479,1.704515,0.024896,0.025985,0.026348,0.025763,91.279253,92.421928,92.002756,93.281727,8.058241,8.21635,8.17248,8.350643,8.922639,8.946376,9.020541,9.113816,6.829426,6.864291,7.056998,7.03958
CH_static_pass_latent_055,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.451077,1.425338,1.447782,1.513879,0.021518,0.022935,0.022348,0.023063,88.352922,89.07832,89.945895,90.415344,9.65947,9.782568,9.743046,9.846425,8.631851,8.873884,8.821327,8.887192,7.899192,7.956605,8.07497,7.986017
CH_static_pass_latent_056,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.69635,1.670524,1.658434,1.702444,0.016884,0.017564,0.017574,0.017335,87.774416,87.487816,88.549447,89.57398,7.931914,7.847514,8.002273,8.109119,7.884004,7.74833,8.017029,8.02341,6.721445,6.822931,6.962723,7.083593
CH_static_pass_latent_057,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.538231,1.566634,1.617027,1.632343,0.018622,0.01828,0.018244,0.01989,89.867336,91.003776,93.512171,93.600915,7.250016,7.341841,7.391317,7.501825,7.445753,7.423754,7.607438,7.680846,6.782176,6.784118,7.035779,6.836058
CH_static_pass_latent_058,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.435973,1.466377,1.46407,1.473966,0.01366,0.014493,0.014494,0.01509,88.805681,89.461716,90.117285,90.967532,8.01366,8.094555,8.247287,8.496956,9.226246,9.200008,9.307881,9.256415,7.765955,7.861433,8.030119,8.046084
CH_static_pass_latent_059,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.383122,1.372016,1.384889,1.418831,0.024159,0.023402,0.023694,0.025139,87.653949,89.23854,88.429485,90.033792,8.777834,8.665792,8.714601,8.919664,7.247083,7.540059,7.552579,7.668926,7.228614,7.30399,7.427455,7.322223
CH_static_pass_latent_060,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.60252,1.665717,1.637494,1.686145,0.018719,0.018423,0.017973,0.019079,81.750321,81.929978,81.731598,82.214635,8.412326,8.519031,8.627784,8.776448,7.095048,7.136521,7.212239,7.207872,7.269414,7.398702,7.543204,7.615633
CH_static_pass_latent_061,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.520827,1.525262,1.533161,1.547153,0.025602,0.026052,0.025918,0.02655,86.79419,87.465894,87.98922,87.942804,9.632344,9.654028,9.802385,9.842914,8.712194,8.699759,8.707214,8.709706,7.4469,7.538935,7.693713,7.719065
CH_static_pass_latent_062,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.626775,1.575053,1.617267,1.690691,0.024886,0.025571,0.025899,0.026188,83.491458,84.293674,85.317256,86.6499,8.511061,8.744841,8.86638,9.041159,7.072283,7.118784,7.248409,7.340446,6.849564,6.994157,6.955311,6.952558
CH_static_pass_latent_063,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.479021,1.463251,1.511202,1.526523,0.012871,0.013801,0.012929,0.013197,92.55596,92.604689,94.002157,95.128846,8.665189,8.703268,8.801906,9.019569,6.899166,6.646356,6.765391,6.803545,6.983515,7.052066,7.122253,7.104633
CH_static_pass_latent_064,CH_static_pass_latent,DIGITAL_CMOS,CMOS_A,1.2827,1.294057,1.302532,1.314687,0.019846,0.019539,0.020062,0.019409,92.86373,93.043966,93.112018,94.660317,9.4504,9.536174,9.612429,9.72306,8.37912,8.398206,8.610011,8.701874,7.16419,7.332485,7.338069,7.353367
CH_low_start_late_drifter_001,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.083894,1.134454,1.131576,7.976688,0.0173,0.017571,0.0178,0.018768,91.121921,90.297125,91.174855,92.403392,9.388981,9.275429,9.456753,9.449769,8.166039,8.325589,8.334822,8.398601,7.780179,7.64092,7.802035,8.049404
CH_low_start_late_drifter_002,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.097309,1.114546,1.141738,7.977996,0.019589,0.019416,0.020821,0.020071,92.971418,92.756578,94.87208,95.092827,8.061072,7.968091,8.148299,8.063168,7.975684,7.972589,8.1084,8.186868,7.792068,7.697465,7.944634,7.992014
CH_low_start_late_drifter_003,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.103797,1.128055,1.150999,8.003468,0.012168,0.012547,0.013363,0.011526,90.620142,90.280074,90.831258,92.111178,9.461259,9.546391,9.35535,9.768743,7.900369,7.917275,8.034712,8.273022,7.067267,7.179693,7.300823,7.419443
CH_low_start_late_drifter_004,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.081391,1.097888,1.144062,8.015221,0.011463,0.012235,0.012177,0.012865,89.85705,90.115309,91.111967,92.513508,7.932065,8.019355,7.939287,8.124835,7.490532,7.481024,7.751823,7.79437,8.031257,8.16543,8.138946,8.413511
CH_low_start_late_drifter_005,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.087626,1.122964,1.131161,7.997627,0.023514,0.023413,0.023564,0.022787,89.130555,88.583535,90.485098,91.236769,7.908228,8.001843,8.126933,7.984344,7.497151,7.602618,7.821016,7.973246,7.636542,7.680475,7.912625,7.908968
CH_low_start_late_drifter_006,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.095085,1.098825,1.168965,7.97714,0.013595,0.01313,0.011937,0.012931,91.595433,91.620801,93.327689,94.434824,8.561511,8.557283,8.86794,8.899893,7.521262,7.566829,7.699339,7.77908,7.795212,7.797059,7.880464,7.878702
CH_low_start_late_drifter_007,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.083675,1.112025,1.170322,8.024736,0.029493,0.029619,0.029689,0.03044,95.700381,96.373697,98.728746,100.293099,8.500076,8.595322,8.549142,8.63406,9.090916,9.047016,9.291763,9.262533,6.941688,7.070063,7.086765,7.187338
CH_low_start_late_drifter_008,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.121508,1.116014,1.133116,7.997996,0.022391,0.022215,0.022146,0.022641,84.921695,86.276114,87.001566,88.091713,9.59125,9.492481,9.603779,9.541507,8.309358,8.240233,8.351708,8.406224,7.234611,7.397017,7.333371,7.392518
CH_low_start_late_drifter_009,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.667845,1.694909,1.736972,1.712166,0.016119,0.016144,0.015772,0.016304,88.329688,88.435178,89.473438,89.739203,9.645031,9.464269,9.733822,9.860768,7.285667,7.40628,7.387774,7.563445,7.406821,7.428315,7.552741,7.519201
CH_low_start_late_drifter_010,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.559798,1.568742,1.565865,1.57502,0.018189,0.018163,0.017803,0.01887,89.304734,90.065093,90.44808,92.542429,10.417491,10.484763,10.543542,10.699214,7.198623,7.417203,7.305069,7.392778,8.617658,8.671017,8.800522,8.846532
CH_low_start_late_drifter_011,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.346514,1.33163,1.37012,1.386761,0.021674,0.021673,0.021215,0.02168,84.094602,84.626343,87.070525,86.714193,9.896711,9.779066,10.012355,10.009233,8.434403,8.3795,8.417983,8.609426,7.493592,7.684043,7.660244,7.931032
CH_low_start_late_drifter_012,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.393335,1.4193,1.443187,1.430643,0.023597,0.022489,0.022362,0.023321,90.317987,91.227583,92.79298,94.427855,9.926699,9.934848,9.86678,10.17609,8.121795,8.217972,8.395008,8.478517,7.223956,7.293768,7.396856,7.532229
CH_low_start_late_drifter_013,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.413281,1.409681,1.41759,1.456476,0.02056,0.020153,0.019654,0.01977,96.18692,94.527839,96.460591,97.944917,8.139726,8.1467,8.102351,8.279494,6.807144,6.865982,6.816926,6.94712,8.270423,8.277804,8.419587,8.440789
CH_low_start_late_drifter_014,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.37393,1.408124,1.386133,1.355596,0.021065,0.022069,0.021153,0.022144,95.958837,96.282003,96.554129,98.55744,8.45754,8.462757,8.629025,8.896463,7.470951,7.450982,7.699763,7.82788,7.65648,7.660336,7.642536,7.81491
CH_low_start_late_drifter_015,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.451666,1.456702,1.461855,1.494888,0.018984,0.019509,0.019504,0.021004,94.359698,94.736446,95.454413,96.273231,8.794926,8.902804,8.926114,8.990371,8.199994,8.375951,8.614313,8.553153,7.354604,7.321472,7.39953,7.444053
CH_low_start_late_drifter_016,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.133075,1.162662,1.1921,1.223322,0.019139,0.019789,0.019764,0.020763,88.79573,87.839894,90.126987,89.890557,9.523845,9.493963,9.393423,9.705551,7.715994,7.755985,8.025684,7.899157,6.811215,6.655908,6.958524,7.086134
CH_low_start_late_drifter_017,CH_low_start_late_drifter,DIGITAL_CMOS,CMOS_A,1.587992,1.584223,1.589444,1.601848,0.015688,0.015625,0.016412,0.016247,86.710068,87.58401,87.937549,88.798543,9.461802,9.547186,9.618045,9.625402,9.526252,9.651484,9.846343,9.696108,7.128095,7.142363,7.259258,7.228134
